,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG
1826,Group,92345.8,67790.57999999999,,,Revenue,-24555.220000000016,-26.590510884090037,Red,Daily,Restaurant,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1827,Group,23890.850000000002,14470.149999999998,,,Revenue,-9420.700000000004,-39.43225125937337,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1828,Group,825.99,0.0,,,Revenue,-825.99,-100.0,Red,Daily,Retail & Other,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1829,Group,-147.87,0.0,,,Revenue,147.87,-100.0,lime,Daily,Retail & Other,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
1830,Group,5284.509999999999,26.2,,,Revenue,-5258.3099999999995,-99.50421136491369,Red,Daily,Retail & Other,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1831,Group,5815.95,26.2,,,Revenue,-5789.75,-99.54951469665318,Red,Daily,Retail & Other,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1832,Group,5962.63,26.2,,,Revenue,-5936.43,-99.5605965823806,Red,Daily,Retail & Other,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1833,Group,146.68,0.0,,,Revenue,-146.68,-100.0,Red,Daily,Retail & Other,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1834,Group,170.65,2.86,,,Revenue,-167.79,-98.32405508350423,Red,Daily,Retail & Other,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1835,Group,-37.370000000000005,0.0,,,Revenue,37.370000000000005,-100.0,lime,Daily,Retail & Other,Discounts,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1836,Group,17144.11,75.72,,,Revenue,-17068.39,-99.5583322785493,Red,Daily,Retail & Other,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1837,Group,17149.04,78.58,,,Revenue,-17070.46,-99.54178193065033,Red,Daily,Retail & Other,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1838,Group,17277.39,78.58,,,Revenue,-17198.809999999998,-99.54518593375504,Red,Daily,Retail & Other,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1839,Group,128.35,0.0,,,Revenue,-128.35,-100.0,Red,Daily,Retail & Other,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1840,Group,1236.62,0.0,,,Revenue,-1236.62,-100.0,Red,Daily,Retail & Other,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1841,Group,-43.12,0.0,,,Revenue,43.12,-100.0,lime,Daily,Retail & Other,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
1842,Group,307.81,95.05000000000001,,,Revenue,-212.76,-69.12056138527014,Red,Daily,Retail & Other,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1843,Group,473.62999999999994,95.05000000000001,,,Revenue,-378.5799999999999,-79.93159217110403,Red,Daily,Retail & Other,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1844,Group,1501.3100000000002,95.05000000000001,,,Revenue,-1406.2600000000002,-93.66886252672666,Red,Daily,Retail & Other,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1845,Group,1027.68,0.0,,,Revenue,-1027.68,-100.0,Red,Daily,Retail & Other,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1846,Group,1789.5900000000001,217.5,,,Revenue,-1572.0900000000001,-87.84637822070978,Red,Daily,Retail & Other,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1847,Group,476.66,144.38,,,Revenue,-332.28000000000003,-69.7100658750472,Red,Daily,Retail & Other,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1848,Group,198.42000000000002,147.71,,,Revenue,-50.71000000000001,-25.55689950609818,Red,Daily,Retail & Other,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1849,Group,2266.25,361.88,,,Revenue,-1904.37,-84.03177054605625,Red,Daily,Retail & Other,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1850,Group,2067.83,214.17000000000002,,,Revenue,-1853.6599999999999,-89.64276560452261,Red,Daily,Retail & Other,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1851,100 Wardour Street,-77.0,0.0,,,Revenue,77.0,-100.0,lime,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
1852,100 Wardour Street,142.73000000000002,0.0,,,Revenue,-142.73000000000002,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1853,100 Wardour Street,4542.139999999999,0.0,,,Revenue,-4542.139999999999,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1854,20 Stories,3955.5899999999997,2944.88,,,Revenue,-1010.7099999999996,-25.551434804921634,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1855,20 Stories,3186.87,3340.02,,,Revenue,153.1500000000001,4.8056557060689675,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1856,20 Stories,9683.47,7833.249999999998,,,Revenue,-1850.2200000000012,-19.106993670657328,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1857,20 Stories,8022.62,6740.19,,,Revenue,-1282.4300000000003,-15.98517691228053,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1858,Aster,909.3900000000001,0.0,,,Revenue,-909.3900000000001,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1859,Aster,2744.8099999999995,270.1,,,Revenue,-2474.7099999999996,-90.15961031911134,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1860,Aster,3418.92,0.0,,,Revenue,-3418.92,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1861,Aster,4411.34,1451.8400000000004,,,Revenue,-2959.5,-67.08845838226026,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1862,Avenue,578.9799999999999,0.0,,,Revenue,-578.9799999999999,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1863,Avenue,1366.7599999999998,197.78000000000003,,,Revenue,-1168.9799999999998,-85.5292809271562,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1864,Avenue,1792.6699999999996,0.0,,,Revenue,-1792.6699999999996,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1865,Avenue,3632.4500000000003,741.56,,,Revenue,-2890.8900000000003,-79.58512849454226,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1866,Bluebird Chelsea,1950.38,2628.68,,,Revenue,678.2999999999997,34.77783816487042,lime,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
1867,Bluebird Chelsea,1612.7499999999995,2337.74,,,Revenue,724.9900000000002,44.953650596806725,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1868,Bluebird Chelsea,5205.37,5033.73,,,Revenue,-171.64000000000033,-3.2973640682602836,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1869,Bluebird Chelsea,6789.05,8146.889999999997,,,Revenue,1357.8399999999965,20.00044188804025,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
1870,Blueprint Café,354.38999999999993,0.0,,,Revenue,-354.38999999999993,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1871,Blueprint Café,174.06,0.0,,,Revenue,-174.06,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1872,Butlers Wharf Chophouse,285.41,0.0,,,Revenue,-285.41,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1873,Butlers Wharf Chophouse,793.7600000000001,607.38,,,Revenue,-186.3800000000001,-23.480649062688986,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1874,Butlers Wharf Chophouse,3355.2699999999995,0.0,,,Revenue,-3355.2699999999995,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1875,Butlers Wharf Chophouse,1736.6,1341.54,,,Revenue,-395.05999999999995,-22.749049867557293,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1876,Cantina,344.35999999999996,0.0,,,Revenue,-344.35999999999996,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1877,Cantina,134.96999999999997,737.8300000000002,,,Revenue,602.8600000000001,446.6622212343486,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1878,Cantina,672.38,0.0,,,Revenue,-672.38,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1879,Cantina,856.0500000000001,1724.0099999999998,,,Revenue,867.9599999999997,101.39127387418955,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
1880,Coq d'Argent,3071.2300000000005,1359.6200000000003,,,Revenue,-1711.6100000000001,-55.730440247067136,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1881,Coq d'Argent,4590.119999999999,2298.6600000000003,,,Revenue,-2291.4599999999987,-49.921570677890756,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1882,Coq d'Argent,6180.55,3112.329999999999,,,Revenue,-3068.220000000001,-49.643154735420005,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1883,Coq d'Argent,6091.070000000001,2408.1599999999994,,,Revenue,-3682.910000000001,-60.464089232269544,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1884,East 59th,203.77000000000004,0.0,,,Revenue,-203.77000000000004,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1885,East 59th,41.68,344.3,,,Revenue,302.62,726.0556621880999,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1886,East 59th,17.5,0.0,,,Revenue,-17.5,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1887,East 59th,1637.7499999999995,746.2000000000002,,,Revenue,-891.5499999999994,-54.43749045947182,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1888,Fiume,81.25,0.0,,,Revenue,-81.25,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1889,Fiume,1064.2,1407.38,,,Revenue,343.18000000000006,32.247697801165195,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
1890,German Gymnasium,4672.9400000000005,3792.46,,,Revenue,-880.4800000000005,-18.842099406369446,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1891,German Gymnasium,5544.37,4734.359999999998,,,Revenue,-810.010000000002,-14.609594958489462,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1892,German Gymnasium,12118.669999999998,7469.519999999998,,,Revenue,-4649.150000000001,-38.36353329201968,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1893,German Gymnasium,17913.080000000005,10351.74,,,Revenue,-7561.340000000006,-42.21127801584096,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1894,Issho,491.0800000000001,866.5400000000001,,,Revenue,375.46,76.45597458662537,lime,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
1895,Issho,555.2900000000001,425.35,,,Revenue,-129.94000000000005,-23.40038538421366,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1896,Issho,1383.49,1487.9,,,Revenue,104.41000000000008,7.546856139184242,lime,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
1897,Issho,2027.3999999999999,2926.2000000000003,,,Revenue,898.8000000000004,44.33264279372598,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
1898,Klosterhaus,0.0,525.26,,,Revenue,525.26,100.0,lime,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
1899,Klosterhaus,0.0,685.6700000000001,,,Revenue,685.6700000000001,100.0,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1900,Klosterhaus,0.0,1482.8099999999995,,,Revenue,1482.8099999999995,100.0,lime,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
1901,Klosterhaus,0.0,1900.9500000000003,,,Revenue,1900.9500000000003,100.0,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
1902,Launceston Place,2258.13,0.0,,,Revenue,-2258.13,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1903,Le Pont de la Tour,1350.44,0.0,,,Revenue,-1350.44,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1904,Le Pont de la Tour,1876.34,555.25,,,Revenue,-1321.09,-70.40781521472654,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1905,Le Pont de la Tour,5506.27,44.519999999999996,,,Revenue,-5461.75,-99.19146718195802,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1906,Le Pont de la Tour,6352.849999999999,1200.8200000000002,,,Revenue,-5152.029999999999,-81.09793242403015,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1907,Madison,2428.92,1815.0800000000002,,,Revenue,-613.8399999999999,-25.27213741086573,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1908,Madison,2203.33,2062.6099999999997,,,Revenue,-140.72000000000025,-6.3866965002972895,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1909,Madison,3294.7799999999997,5171.610000000001,,,Revenue,1876.8300000000008,56.963742647460556,lime,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
1910,Madison,5548.879999999999,6926.959999999999,,,Revenue,1378.08,24.83528207494125,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
1911,New Street Warehouse,1833.0600000000002,0.0,,,Revenue,-1833.0600000000002,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1912,New Street Warehouse,2112.14,151.57999999999998,,,Revenue,-1960.56,-92.82339238876212,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1913,New Street Warehouse,3114.0699999999997,0.0,,,Revenue,-3114.0699999999997,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1914,New Street Warehouse,6607.2,1743.1300000000003,,,Revenue,-4864.07,-73.61772006296161,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1915,Orrery,1095.0300000000002,1031.82,,,Revenue,-63.210000000000264,-5.772444590559186,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1916,Orrery,1733.43,727.4499999999999,,,Revenue,-1005.9800000000001,-58.03407117679976,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1917,Orrery,3292.3099999999995,3374.3900000000003,,,Revenue,82.08000000000084,2.4930823646619196,lime,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
1918,Orrery,2158.9700000000003,1864.1699999999998,,,Revenue,-294.8000000000004,-13.654659397768398,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1919,Paternoster Chophouse,3274.7999999999997,937.5400000000002,,,Revenue,-2337.2599999999993,-71.37107609625014,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1920,Paternoster Chophouse,3619.51,2134.44,,,Revenue,-1485.0700000000002,-41.029586877781796,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1921,Paternoster Chophouse,3564.3599999999988,1886.7300000000002,,,Revenue,-1677.6299999999985,-47.06679459987204,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1922,Paternoster Chophouse,7496.450000000001,2638.3,,,Revenue,-4858.150000000001,-64.80600817720388,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1923,Plateau,96.76,0.0,,,Revenue,-96.76,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1924,Plateau,1715.78,0.0,,,Revenue,-1715.78,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1925,Plateau,4287.219999999999,0.0,,,Revenue,-4287.219999999999,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1926,Plateau,9031.720000000003,1099.2499999999998,,,Revenue,-7932.470000000003,-87.82900709942292,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1927,Quaglinos,1022.0500000000001,0.0,,,Revenue,-1022.0500000000001,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1928,Quaglinos,9002.95,4858.409999999999,,,Revenue,-4144.540000000002,-46.03535507805777,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1929,Quaglinos,7046.499999999999,4701.79,,,Revenue,-2344.709999999999,-33.27481728517703,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1930,Radici,220.48999999999998,0.0,,,Revenue,-220.48999999999998,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1931,Radici,488.52000000000004,0.0,,,Revenue,-488.52000000000004,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1932,Radici,1527.43,1393.18,,,Revenue,-134.25,-8.789273485527978,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1933,Sartoria,2005.96,1004.27,,,Revenue,-1001.69,-49.93569163891603,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1934,Sartoria,3852.579999999999,1296.08,,,Revenue,-2556.499999999999,-66.35812883833691,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1935,Sartoria,19949.67,1408.01,,,Revenue,-18541.66,-92.94218901866547,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1936,Sartoria,6778.9400000000005,1389.9,,,Revenue,-5389.040000000001,-79.49679448409339,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1937,Skylon,11010.28,1288.85,,,Revenue,-9721.43,-88.29412149373131,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1938,Skylon,1785.8600000000001,2825.3099999999995,,,Revenue,1039.4499999999994,58.20445051683779,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1939,Skylon,5512.380000000001,2978.7900000000004,,,Revenue,-2533.5900000000006,-45.96181685587714,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1940,Skylon,8081.3099999999995,5549.09,,,Revenue,-2532.2199999999993,-31.33427624976643,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1941,South Place Hotel,2058.9700000000003,871.3199999999999,,,Revenue,-1187.6500000000003,-57.68175349810829,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1942,South Place Hotel,5036.14,1555.4099999999999,,,Revenue,-3480.7300000000005,-69.1150365160619,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1943,South Place Hotel,8991.68,-43.53999999999999,,,Revenue,-9035.220000000001,-100.48422541727464,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1944,South Place Hotel,8058.62,3072.64,,,Revenue,-4985.98,-61.87138740876229,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1945,The Modern Pantry,15207.369999999999,0.0,,,Revenue,-15207.369999999999,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1946,The Modern Pantry,16341.82,0.0,,,Revenue,-16341.82,-100.0,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1947,The Modern Pantry,10223.47,0.0,,,Revenue,-10223.47,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1948,Trinity,865.1600000000001,931.6400000000002,,,Revenue,66.48000000000013,7.6841277913912025,lime,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
1949,Trinity,422.28000000000003,974.7899999999998,,,Revenue,552.5099999999998,130.83972719522586,lime,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
1950,Trinity,2408.0499999999997,1402.03,,,Revenue,-1006.0199999999998,-41.77737173231452,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1951,Trinity,3036.78,2407.63,,,Revenue,-629.1500000000001,-20.717668056296475,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1952,White City,594.52,0.0,,,Revenue,-594.52,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
1953,White City,1400.4000000000003,304.15,,,Revenue,-1096.2500000000005,-78.28120536989434,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1954,White City,1469.85,0.0,,,Revenue,-1469.85,-100.0,Red,Daily,Full Site,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
1955,White City,1521.4499999999998,1376.4599999999996,,,Revenue,-144.99000000000024,-9.529724933451659,Red,Daily,Full Site,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1956,100 Wardour Street,3.75,0.0,,,Revenue,-3.75,-100.0,Red,Daily,Bar,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
1957,100 Wardour Street,751.92,0.0,,,Revenue,-751.92,-100.0,Red,Daily,Bar,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
1958,100 Wardour Street,-77.0,0.0,,,Revenue,77.0,-100.0,lime,Daily,Restaurant,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
