,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG
3052,Aster,33.33,0.0,,,Revenue,-33.33,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3053,Aster,267.67999999999995,72.10000000000001,,,Revenue,-195.57999999999993,-73.06485355648535,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3054,Aster,405.84,44.99,,,Revenue,-360.84999999999997,-88.91435048294895,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3055,Aster,684.97,0.0,,,Revenue,-684.97,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3056,Aster,646.2,0.0,,,Revenue,-646.2,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3057,Aster,734.78,380.29,,,Revenue,-354.48999999999995,-48.244372465227684,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3058,Aster,1344.63,362.94,,,Revenue,-981.69,-73.0081881261016,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3059,Avenue,71.89,0.0,,,Revenue,-71.89,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3060,Avenue,86.66,0.0,,,Revenue,-86.66,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3061,Avenue,191.20000000000002,47.309999999999995,,,Revenue,-143.89000000000001,-75.25627615062763,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3062,Avenue,282.52,0.0,,,Revenue,-282.52,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3063,Avenue,347.73,0.0,,,Revenue,-347.73,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3064,Avenue,486.67,0.0,,,Revenue,-486.67,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3065,Avenue,626.24,137.22,,,Revenue,-489.02,-78.08827286663261,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3066,Avenue,1520.86,192.93,,,Revenue,-1327.9299999999998,-87.31441421301105,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3067,Bluebird Chelsea,276.16999999999996,416.39,,,Revenue,140.22000000000003,50.77307455552741,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3068,Bluebird Chelsea,142.89,360.85,,,Revenue,217.96000000000004,152.5369165092029,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3069,Bluebird Chelsea,243.10999999999999,453.32000000000005,,,Revenue,210.21000000000006,86.4670313849698,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3070,Bluebird Chelsea,153.14,316.04,,,Revenue,162.90000000000003,106.37325323233647,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3071,Bluebird Chelsea,1196.77,1771.8300000000002,,,Revenue,575.0600000000002,48.051003952304974,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3072,Bluebird Chelsea,1405.4,1122.02,,,Revenue,-283.3800000000001,-20.163654475594143,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3073,Bluebird Chelsea,1421.1100000000001,1979.4500000000003,,,Revenue,558.3400000000001,39.28900648084948,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3074,Bluebird Chelsea,2173.73,2399.6699999999996,,,Revenue,225.9399999999996,10.394115184498515,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3075,Blueprint Café,36.46,0.0,,,Revenue,-36.46,-100.0,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3076,Blueprint Café,48.34,0.0,,,Revenue,-48.34,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3077,Blueprint Café,20.759999999999998,0.0,,,Revenue,-20.759999999999998,-100.0,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3078,Blueprint Café,10.83,0.0,,,Revenue,-10.83,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3079,Butlers Wharf Chophouse,6.66,0.0,,,Revenue,-6.66,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3080,Butlers Wharf Chophouse,49.17,0.0,,,Revenue,-49.17,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3081,Butlers Wharf Chophouse,60.38,124.97,,,Revenue,64.59,106.97250745279894,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3082,Butlers Wharf Chophouse,148.34,79.17,,,Revenue,-69.17,-46.62936497236079,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3083,Butlers Wharf Chophouse,322.48,0.0,,,Revenue,-322.48,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3084,Butlers Wharf Chophouse,1012.09,0.0,,,Revenue,-1012.09,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3085,Butlers Wharf Chophouse,152.71,115.8,,,Revenue,-36.91000000000001,-24.16999541614826,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3086,Butlers Wharf Chophouse,506.8600000000001,379.17999999999995,,,Revenue,-127.68000000000018,-25.190387878309622,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3087,Cantina,46.44,0.0,,,Revenue,-46.44,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3088,Cantina,17.09,0.0,,,Revenue,-17.09,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3089,Cantina,9.78,76.05000000000001,,,Revenue,66.27000000000001,677.6073619631903,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3090,Cantina,15.0,204.56,,,Revenue,189.56,1263.7333333333333,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3091,Cantina,67.07,0.0,,,Revenue,-67.07,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3092,Cantina,226.26000000000002,0.0,,,Revenue,-226.26000000000002,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3093,Cantina,111.60000000000001,210.87,,,Revenue,99.27,88.9516129032258,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3094,Cantina,267.06,469.13,,,Revenue,202.07,75.6646446491425,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3095,Coq d'Argent,313.77,217.14,,,Revenue,-96.63,-30.796443254613255,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3096,Coq d'Argent,637.08,359.59000000000003,,,Revenue,-277.49,-43.55653921014629,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3097,Coq d'Argent,447.34999999999997,462.61,,,Revenue,15.260000000000048,3.4111992846764387,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3098,Coq d'Argent,535.8100000000001,697.91,,,Revenue,162.0999999999999,30.253261417293427,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3099,Coq d'Argent,854.51,547.64,,,Revenue,-306.87,-35.911809106973585,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3100,Coq d'Argent,2196.68,1278.7700000000002,,,Revenue,-917.9099999999996,-41.786241054682506,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3101,Coq d'Argent,945.3100000000001,560.14,,,Revenue,-385.1700000000001,-40.745363954681544,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3102,Coq d'Argent,2110.81,663.3599999999999,,,Revenue,-1447.45,-68.57320175667161,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3103,East 59th,85.44,0.0,,,Revenue,-85.44,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3104,East 59th,17.509999999999998,129.51,,,Revenue,112.0,639.634494574529,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3105,East 59th,9.17,76.68,,,Revenue,67.51,736.2050163576882,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3106,East 59th,17.5,0.0,,,Revenue,-17.5,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3107,East 59th,158.74,284.95,,,Revenue,126.20999999999998,79.50737054302631,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3108,East 59th,467.61,44.33,,,Revenue,-423.28000000000003,-90.51987767584099,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3109,Fiume,25.0,0.0,,,Revenue,-25.0,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3110,Fiume,68.32000000000001,208.32000000000002,,,Revenue,140.0,204.91803278688522,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3111,Fiume,243.34,257.92,,,Revenue,14.580000000000013,5.991616668036497,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3112,German Gymnasium,1081.69,669.93,,,Revenue,-411.7600000000001,-38.066359123223855,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3113,German Gymnasium,442.44,653.1899999999999,,,Revenue,210.74999999999994,47.63357743422836,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3114,German Gymnasium,1049.1699999999998,962.0900000000001,,,Revenue,-87.0799999999997,-8.299894202083525,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3115,German Gymnasium,771.0199999999999,659.22,,,Revenue,-111.79999999999984,-14.500272366475558,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3116,German Gymnasium,2830.149999999999,2509.019999999999,,,Revenue,-321.1300000000001,-11.346748405561549,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3117,German Gymnasium,2724.7599999999998,1394.86,,,Revenue,-1329.8999999999999,-48.80796840822678,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3118,German Gymnasium,4821.57,3109.4799999999996,,,Revenue,-1712.0900000000001,-35.50897321826708,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3119,German Gymnasium,4206.0599999999995,2470.1,,,Revenue,-1735.9599999999996,-41.27283015458647,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3120,Issho,78.96000000000001,131.89,,,Revenue,52.92999999999998,67.03394123606886,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3121,Issho,19.58,87.5,,,Revenue,67.92,346.88457609805926,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3122,Issho,82.32000000000001,109.47,,,Revenue,27.14999999999999,32.9810495626822,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3123,Issho,83.75,105.41,,,Revenue,21.659999999999997,25.86268656716417,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3124,Issho,253.77999999999997,472.37000000000006,,,Revenue,218.5900000000001,86.13365907478924,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3125,Issho,261.26,156.23000000000002,,,Revenue,-105.02999999999997,-40.20133200643037,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3126,Issho,415.86,792.22,,,Revenue,376.36,90.50161111912664,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3127,Issho,190.41,448.34,,,Revenue,257.92999999999995,135.46032246205556,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3128,Klosterhaus,0.0,311.3,,,Revenue,311.3,100.0,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3129,Klosterhaus,0.0,287.07,,,Revenue,287.07,100.0,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3130,Klosterhaus,0.0,741.73,,,Revenue,741.73,100.0,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3131,Klosterhaus,0.0,874.77,,,Revenue,874.77,100.0,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3132,Launceston Place,156.56,0.0,,,Revenue,-156.56,-100.0,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3133,Launceston Place,437.48,0.0,,,Revenue,-437.48,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3134,Le Pont de la Tour,112.53,0.0,,,Revenue,-112.53,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3135,Le Pont de la Tour,165.44,0.0,,,Revenue,-165.44,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3136,Le Pont de la Tour,140.63,24.93,,,Revenue,-115.69999999999999,-82.27263030647799,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3137,Le Pont de la Tour,385.84,52.48,,,Revenue,-333.35999999999996,-86.39850715322413,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3138,Le Pont de la Tour,449.39000000000004,44.519999999999996,,,Revenue,-404.87000000000006,-90.09323749972185,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3139,Le Pont de la Tour,2108.3599999999997,0.0,,,Revenue,-2108.3599999999997,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3140,Le Pont de la Tour,421.28000000000003,168.35000000000002,,,Revenue,-252.93,-60.03845423471326,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3141,Le Pont de la Tour,1853.7400000000002,413.32,,,Revenue,-1440.4200000000003,-77.7034535587515,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3142,Madison,657.54,821.1100000000001,,,Revenue,163.57000000000016,24.87605316786814,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3143,Madison,365.65,457.30999999999995,,,Revenue,91.65999999999997,25.067687679474897,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3144,Madison,480.8299999999999,663.56,,,Revenue,182.73000000000002,38.003036416197,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3145,Madison,349.59000000000003,566.05,,,Revenue,216.45999999999992,61.91824708944761,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3146,Madison,1066.3200000000002,2089.2799999999997,,,Revenue,1022.9599999999996,95.93367844549473,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3147,Madison,827.52,999.6400000000001,,,Revenue,172.12000000000012,20.799497293116797,lime,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3148,Madison,1531.63,3002.31,,,Revenue,1470.6799999999998,96.02057938274908,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3149,Madison,1367.6999999999996,1587.5799999999997,,,Revenue,219.8800000000001,16.076624990860584,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen
3150,New Street Warehouse,301.51000000000005,0.0,,,Revenue,-301.51000000000005,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3151,New Street Warehouse,577.5100000000001,0.0,,,Revenue,-577.5100000000001,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3152,New Street Warehouse,201.63,11.42,,,Revenue,-190.21,-94.33616029360711,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3153,New Street Warehouse,385.61000000000007,7.08,,,Revenue,-378.5300000000001,-98.16394803039341,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3154,New Street Warehouse,714.45,0.0,,,Revenue,-714.45,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3155,New Street Warehouse,1059.76,0.0,,,Revenue,-1059.76,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3156,New Street Warehouse,1064.98,229.26000000000002,,,Revenue,-835.72,-78.47283517061354,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3157,New Street Warehouse,3134.0299999999997,647.0999999999999,,,Revenue,-2486.93,-79.35246312256105,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3158,Orrery,44.989999999999995,42.9,,,Revenue,-2.0899999999999963,-4.645476772616129,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3159,Orrery,92.5,335.83,,,Revenue,243.32999999999998,263.05945945945945,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime
3160,Orrery,87.75,41.620000000000005,,,Revenue,-46.129999999999995,-52.56980056980056,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3161,Orrery,403.34,200.82,,,Revenue,-202.51999999999998,-50.21074031834184,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3162,Orrery,216.86999999999998,485.23,,,Revenue,268.36,123.74233411721309,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3163,Orrery,1035.4,1068.27,,,Revenue,32.86999999999989,3.174618504925622,lime,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen
3164,Orrery,209.32,93.7,,,Revenue,-115.61999999999999,-55.236002293139684,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3165,Orrery,488.34000000000003,346.66999999999996,,,Revenue,-141.67000000000007,-29.01052545357744,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3166,Paternoster Chophouse,491.83000000000004,159.98000000000002,,,Revenue,-331.85,-67.47250066079744,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3167,Paternoster Chophouse,386.27,209.99,,,Revenue,-176.27999999999997,-45.63647189789525,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3168,Paternoster Chophouse,474.50000000000006,354.53,,,Revenue,-119.97000000000008,-25.283456269757654,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3169,Paternoster Chophouse,544.57,614.99,,,Revenue,70.41999999999996,12.931303597333669,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime
3170,Paternoster Chophouse,602.3199999999999,338.62999999999994,,,Revenue,-263.69,-43.779054323283304,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3171,Paternoster Chophouse,802.8999999999999,304.77,,,Revenue,-498.1299999999999,-62.041350105866236,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3172,Paternoster Chophouse,1450.01,466.42,,,Revenue,-983.5899999999999,-67.83332528741181,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3173,Paternoster Chophouse,1891.0500000000002,650.0,,,Revenue,-1241.0500000000002,-65.62756140768357,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3174,Plateau,13.0,0.0,,,Revenue,-13.0,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3175,Plateau,83.75999999999999,0.0,,,Revenue,-83.75999999999999,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon
3176,Plateau,150.24,0.0,,,Revenue,-150.24,-100.0,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3177,Plateau,186.48000000000002,0.0,,,Revenue,-186.48000000000002,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3178,Plateau,803.7400000000001,0.0,,,Revenue,-803.7400000000001,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3179,Plateau,1077.53,0.0,,,Revenue,-1077.53,-100.0,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red
3180,Plateau,1460.54,189.57999999999998,,,Revenue,-1270.96,-87.01986936338615,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3181,Plateau,2675.38,255.40999999999997,,,Revenue,-2419.9700000000003,-90.45331878088348,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red
3182,Quaglinos,119.37,0.0,,,Revenue,-119.37,-100.0,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
3183,Quaglinos,77.09,0.0,,,Revenue,-77.09,-100.0,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon
